Tick,Current Floor
2,0
4,0
6,0
8,0
10,0
12,0
14,0
16,0
18,0
20,0
22,0
24,0
26,0
28,0
30,0
32,0
34,0
36,0
38,0
40,0
42,0
44,0
46,0
48,0
50,0
52,0
54,0
56,0
58,0
60,0
62,0
64,0
66,0
68,0
70,0
72,0
74,0
76,0
78,0
80,0
82,0
84,0
86,0
88,0
90,0
92,0
94,0
96,0
98,0
100,0
102,0
104,0
106,0
108,0
110,0
112,0
114,0
116,0
118,0
120,0
122,0
124,0
126,0
128,0
130,0
132,1
134,2
136,3
138,4
140,5
142,6
144,7
146,8
148,9
150,10
152,11
154,12
156,13
158,14
160,15
162,16
164,17
166,18
168,19
170,20
172,21
174,22
176,23
178,24
180,25
182,25
184,26
186,27
188,28
190,29
192,30
194,31
196,32
198,33
200,34
202,35
204,36
206,37
208,38
210,39
212,40
214,41
216,42
218,43
220,44
222,45
224,46
226,47
228,48
230,49
232,50
234,50
236,50
238,50
240,50
242,50
244,50
246,50
248,50
250,50
252,50
254,50
256,50
258,50
260,50
262,50
264,50
266,50
268,50
270,50
272,50
274,50
276,50
278,50
280,50
282,50
284,50
286,50
288,50
290,50
292,50
294,50
296,50
298,50
300,50
302,50
304,50
306,50
308,50
310,50
312,50
314,50
316,50
318,50
320,50
322,50
324,50
326,50
328,50
330,50
332,50
334,50
336,50
338,50
340,50
342,50
344,50
346,50
348,50
350,50
352,50
354,50
356,50
358,50
360,50
362,50
364,50
366,50
368,50
370,50
372,50
374,50
376,50
378,50
380,50
382,50
384,50
386,50
388,50
390,50
392,50
394,50
396,50
398,50
400,50
402,50
404,50
406,50
408,50
410,50
412,50
414,50
416,50
418,50
420,50
422,50
424,50
426,50
428,50
430,50
432,50
434,50
436,50
438,50
440,50
442,50
444,50
446,50
448,50
450,50
452,50
454,50
456,50
458,50
460,50
462,50
464,50
466,50
468,50
470,50
472,50
474,50
476,50
478,50
480,50
482,50
484,50
486,50
488,50
490,50
492,50
494,50
496,50
498,50
500,50
502,50
504,50
506,50
508,50
510,50
512,50
514,50
516,50
518,50
520,50
522,50
524,50
526,50
528,50
530,50
532,50
534,50
536,50
538,50
540,50
542,50
544,50
546,50
548,50
550,50
552,50
554,50
556,50
558,50
560,50
562,50
564,50
566,50
568,50
570,50
572,50
574,50
576,50
578,50
580,50
582,50
584,50
586,50
588,50
590,50
592,50
594,50
596,50
598,50
600,50
602,50
604,50
606,50
608,50
610,50
612,50
614,50
616,50
618,50
620,50
622,50
624,50
626,50
628,50
630,50
632,50
634,50
636,50
638,50
640,50
642,50
644,50
646,50
648,50
650,50
652,50
654,50
656,50
658,50
660,50
662,50
664,50
666,50
668,50
670,50
672,50
674,50
676,50
678,50
680,50
682,50
684,50
686,50
688,50
690,50
692,50
694,50
696,50
698,50
700,50
702,50
704,50
706,50
708,50
710,50
712,50
714,50
716,50
718,50
720,50
722,50
724,50
726,50
728,50
730,50
732,50
734,50
736,50
738,50
740,50
742,50
744,50
746,50
748,50
750,50
752,50
754,50
756,50
758,50
760,50
762,50
764,50
766,50
768,50
770,50
772,50
774,50
776,50
778,50
780,50
782,50
784,50
786,50
788,50
790,50
792,50
794,50
796,50
798,50
800,50
802,50
804,50
806,50
808,50
810,50
812,50
814,50
816,50
818,50
820,50
822,50
824,50
826,50
828,50
830,50
832,50
834,50
836,50
838,50
840,50
842,50
844,50
846,50
848,50
850,50
852,50
854,50
856,50
858,50
860,50
862,50
864,50
866,50
868,50
870,50
872,50
874,50
876,50
878,50
880,50
882,50
884,50
886,50
888,50
890,50
892,50
894,50
896,50
898,50
900,50
902,50
904,50
906,50
908,50
910,50
912,50
914,50
916,50
918,50
920,50
922,50
924,50
926,50
928,50
930,50
932,50
934,50
936,50
938,50
940,50
942,50
944,50
946,50
948,50
950,50
952,50
954,50
956,50
958,50
960,50
962,50
964,50
966,50
968,50
970,50
972,50
974,50
976,50
978,50
980,50
982,50
984,50
986,50
988,50
990,50
992,50
994,50
996,50
998,50
1000,50
1002,50
1004,50
1006,50
1008,50
1010,50
1012,50
1014,50
1016,50
1018,50
1020,50
1022,50
1024,50
1026,50
1028,50
1030,50
1032,50
1034,50
1036,50
1038,50
1040,50
1042,50
1044,50
1046,50
1048,50
1050,50
1052,50
1054,50
1056,50
1058,50
1060,50
1062,50
1064,50
1066,50
1068,50
1070,50
1072,50
1074,50
1076,50
1078,50
1080,50
1082,50
1084,50
1086,50
1088,50
1090,50
1092,50
1094,50
1096,50
1098,50
1100,50
1102,50
1104,50
1106,50
1108,50
1110,50
1112,50
1114,50
1116,50
1118,50
1120,50
1122,50
1124,50
1126,50
1128,50
1130,50
1132,50
1134,50
1136,50
1138,50
1140,50
1142,50
1144,50
1146,50
1148,50
1150,50
1152,50
1154,50
1156,50
1158,50
1160,50
1162,50
1164,50
1166,50
1168,50
1170,50
1172,50
1174,50
1176,50
1178,50
1180,50
1182,50
1184,50
1186,50
1188,50
1190,50
1192,50
1194,50
1196,50
1198,50
1200,50
1202,50
1204,50
1206,50
1208,50
1210,50
1212,50
1214,50
1216,50
1218,50
1220,50
1222,50
1224,50
1226,50
1228,50
1230,50
1232,50
1234,50
1236,50
1238,50
1240,50
1242,50
1244,50
1246,50
1248,50
1250,50
1252,50
1254,50
1256,50
1258,50
1260,50
1262,50
1264,50
1266,50
1268,50
1270,50
1272,50
1274,50
1276,50
1278,50
1280,50
1282,50
1284,50
1286,50
1288,50
1290,50
1292,50
1294,50
1296,50
1298,50
1300,50
1302,50
1304,50
1306,50
1308,50
1310,50
1312,50
1314,50
1316,50
1318,50
1320,50
1322,50
1324,50
1326,50
1328,50
1330,50
1332,50
1334,50
1336,50
1338,50
1340,50
1342,50
1344,50
1346,50
1348,50
1350,50
1352,50
1354,50
1356,50
1358,50
1360,50
1362,50
1364,50
1366,50
1368,50
1370,50
1372,50
1374,50
1376,50
1378,50
1380,50
1382,50
1384,50
1386,50
1388,50
1390,50
1392,50
1394,50
1396,50
1398,50
1400,50
1402,50
1404,50
1406,50
1408,50
1410,50
1412,50
1414,50
1416,50
1418,50
1420,50
1422,50
1424,50
1426,50
1428,50
1430,50
1432,50
1434,50
1436,50
1438,50
1440,50
1442,50
1444,50
1446,50
1448,50
1450,50
1452,50
1454,50
1456,50
1458,50
1460,50
1462,50
1464,50
1466,50
1468,50
1470,50
1472,50
1474,50
1476,50
1478,50
1480,50
1482,50
1484,50
1486,50
1488,50
1490,50
1492,50
1494,50
1496,50
1498,50
1500,50
1502,50
1504,50
1506,50
1508,50
1510,50
1512,50
1514,50
1516,50
1518,50
1520,50
1522,50
1524,50
1526,50
1528,50
1530,50
1532,50
1534,50
1536,50
1538,50
1540,50
1542,50
1544,50
1546,50
1548,50
1550,50
1552,50
1554,50
1556,50
1558,50
1560,50
1562,50
1564,50
1566,50
1568,50
1570,50
1572,50
1574,50
1576,50
1578,50
1580,50
1582,50
1584,50
1586,50
1588,50
1590,50
1592,50
1594,50
1596,50
1598,50
1600,50
1602,50
1604,50
1606,50
1608,50
1610,50
1612,50
1614,50
1616,50
1618,50
1620,50
1622,50
1624,50
1626,50
1628,50
1630,50
1632,50
1634,50
1636,50
1638,50
1640,50
1642,50
1644,50
1646,50
1648,50
1650,50
1652,50
1654,50
1656,50
1658,50
1660,50
1662,50
1664,50
1666,50
1668,50
1670,50
1672,50
1674,50
1676,50
1678,50
1680,50
1682,50
1684,50
1686,50
1688,50
1690,50
1692,50
1694,50
1696,50
1698,50
1700,50
1702,50
1704,50
1706,50
1708,50
1710,50
1712,50
1714,50
1716,50
1718,50
1720,50
1722,50
1724,50
1726,50
1728,50
1730,50
1732,50
1734,50
1736,50
1738,50
1740,50
1742,50
1744,50
1746,50
1748,50
1750,50
1752,50
1754,50
1756,50
1758,50
1760,50
1762,50
1764,50
1766,50
1768,50
1770,50
1772,50
1774,50
1776,50
1778,50
1780,50
1782,50
1784,50
1786,50
1788,50
1790,50
1792,50
1794,50
1796,50
1798,50
1800,50
1802,50
1804,50
1806,50
1808,50
1810,50
1812,50
1814,50
1816,50
1818,50
1820,50
1822,50
1824,50
1826,50
1828,50
1830,50
1832,50
1834,50
1836,50
1838,50
1840,50
1842,50
1844,50
1846,50
1848,50
1850,50
1852,50
1854,50
1856,50
1858,50
1860,50
1862,50
1864,50
1866,50
1868,50
1870,50
1872,50
1874,50
1876,50
1878,50
1880,50
1882,50
1884,50
1886,50
1888,50
1890,50
1892,50
1894,50
1896,50
1898,50
1900,50
1902,50
1904,50
1906,50
1908,50
1910,50
1912,50
1914,50
1916,50
1918,50
1920,50
1922,50
1924,50
1926,50
1928,50
1930,50
1932,50
1934,50
1936,50
1938,50
1940,50
1942,50
1944,50
1946,50
1948,50
1950,50
1952,50
1954,50
1956,50
1958,50
1960,50
1962,50
1964,50
1966,50
1968,50
1970,50
1972,50
1974,50
1976,50
1978,50
1980,50
1982,50
1984,50
1986,50
1988,50
1990,50
1992,50
1994,50
1996,50
1998,50
2000,50
2002,50
2004,50
2006,50
2008,50
2010,50
2012,50
2014,50
2016,50
2018,50
2020,50
2022,50
2024,50
2026,50
2028,50
2030,50
2032,50
2034,50
2036,50
2038,50
2040,50
2042,50
2044,50
2046,50
2048,50
2050,50
2052,50
2054,50
2056,50
2058,50
2060,50
2062,50
2064,50
2066,50
2068,50
2070,50
2072,50
2074,50
2076,50
2078,50
2080,50
2082,50
2084,50
2086,50
2088,50
2090,50
2092,50
2094,50
2096,50
2098,50
2100,50
2102,50
2104,50
2106,50
2108,50
2110,50
2112,50
2114,50
2116,50
2118,50
2120,50
2122,50
2124,50
2126,50
2128,50
2130,50
2132,50
2134,50
2136,50
2138,50
2140,50
2142,50
2144,50
2146,50
2148,50
2150,50
2152,50
2154,50
2156,50
2158,50
2160,50
2162,50
2164,50
2166,50
2168,50
2170,50
2172,50
2174,50
2176,50
2178,50
2180,50
2182,50
2184,50
2186,50
2188,50
2190,50
2192,50
2194,50
2196,50
2198,50
2200,50
2202,50
2204,50
2206,50
2208,50
2210,50
2212,50
2214,50
2216,50
2218,50
2220,50
2222,50
2224,50
2226,50
2228,50
2230,50
2232,50
2234,50
2236,50
2238,50
2240,50
2242,50
2244,50
2246,50
2248,50
2250,50
2252,50
2254,50
2256,50
2258,50
2260,50
2262,50
2264,50
2266,50
2268,50
2270,50
2272,50
2274,50
2276,50
2278,50
2280,50
2282,50
2284,50
2286,50
2288,50
2290,50
2292,50
2294,50
2296,50
2298,50
2300,50
2302,50
2304,50
2306,50
2308,50
2310,50
2312,50
2314,50
2316,50
2318,50
2320,50
2322,50
2324,50
2326,50
2328,50
2330,50
2332,50
2334,50
2336,50
2338,50
2340,50
2342,50
2344,50
2346,50
2348,50
2350,50
2352,50
2354,50
2356,50
2358,50
2360,50
2362,50
2364,50
2366,50
2368,50
2370,50
2372,50
2374,50
2376,50
2378,50
2380,50
2382,50
2384,50
2386,50
2388,50
2390,50
2392,50
2394,50
2396,50
2398,50
2400,50
2402,50
2404,50
2406,50
2408,50
2410,50
2412,50
2414,50
2416,50
2418,50
2420,50
2422,50
2424,50
2426,50
2428,50
2430,50
2432,50
2434,50
2436,50
2438,50
2440,50
2442,50
2444,50
2446,50
2448,50
2450,50
2452,50
2454,50
2456,50
2458,50
2460,50
2462,50
2464,50
2466,50
2468,50
2470,50
2472,50
2474,50
2476,50
2478,50
2480,50
2482,50
2484,50
2486,50
2488,50
2490,50
2492,50
2494,50
2496,50
2498,50
2500,50
2502,50
2504,50
2506,50
2508,50
2510,50
2512,50
2514,50
2516,50
2518,50
2520,50
2522,50
2524,50
2526,50
2528,50
2530,50
2532,50
2534,50
2536,50
2538,50
2540,50
2542,50
2544,50
2546,50
2548,50
2550,50
2552,50
2554,50
2556,50
2558,50
2560,50
2562,50
2564,50
2566,50
2568,50
2570,50
2572,50
2574,50
2576,50
2578,50
2580,50
2582,50
2584,50
2586,50
2588,50
2590,50
2592,50
2594,50
2596,50
2598,50
2600,50
2602,50
2604,50
2606,50
2608,50
2610,50
2612,50
2614,50
2616,50
2618,50
2620,50
2622,50
2624,50
2626,50
2628,50
2630,50
2632,50
2634,50
2636,50
2638,50
2640,50
2642,50
2644,50
2646,50
2648,50
2650,50
2652,50
2654,50
2656,50
2658,50
2660,50
2662,50
2664,50
2666,50
2668,50
2670,50
2672,50
2674,50
2676,50
2678,50
2680,50
2682,50
2684,50
2686,50
2688,50
2690,50
2692,50
2694,50
2696,50
2698,50
2700,50
2702,50
2704,50
2706,50
2708,50
2710,50
2712,50
2714,50
2716,50
2718,50
2720,50
2722,50
2724,50
2726,50
2728,50
2730,50
2732,50
2734,50
2736,50
2738,50
2740,50
2742,50
2744,50
2746,50
2748,50
2750,50
2752,50
2754,50
2756,50
2758,50
2760,50
2762,50
2764,50
2766,50
2768,50
2770,50
2772,50
2774,50
2776,50
2778,50
2780,50
2782,50
2784,50
2786,50
2788,50
2790,50
2792,50
2794,50
2796,50
2798,50
2800,50
2802,50
2804,50
2806,50
2808,50
2810,50
2812,50
2814,50
2816,50
2818,50
2820,50
2822,50
2824,50
2826,50
2828,50
2830,50
2832,50
2834,50
2836,50
2838,50
2840,50
2842,50
2844,50
2846,50
2848,50
2850,50
2852,50
2854,50
2856,50
2858,50
2860,50
2862,50
2864,50
2866,50
2868,50
2870,50
2872,50
2874,50
2876,50
2878,50
2880,50
2882,50
2884,50
2886,50
2888,50
2890,50
2892,50
2894,50
2896,50
2898,50
2900,50
2902,50
2904,50
2906,50
2908,50
2910,50
2912,50
2914,50
2916,50
2918,50
2920,50
2922,50
2924,50
2926,50
2928,50
2930,50
2932,50
2934,50
2936,50
2938,50
2940,50
2942,50
2944,50
2946,50
2948,50
2950,50
2952,50
2954,50
2956,50
2958,50
2960,50
2962,50
2964,50
2966,50
2968,50
2970,50
2972,50
2974,50
2976,50
