Number of Floors,Number of Lifts,Max Weight,Max Speed,Floor Distance,Time at Floors
100,14,600.0,2.5,5.0,1.0

Floor,People entering,People exiting,
0,21,18
1,23,49
2,8,42
3,13,63
4,26,51
5,9,26
6,27,35
7,12,18
8,7,44
9,10,52
10,13,49
11,10,22
12,7,34
13,13,14
14,5,23
15,16,16
16,8,37
17,35,18
18,10,27
19,12,36
20,6,27
21,5,29
22,12,35
23,14,24
24,7,22
25,16,30
26,8,12
27,8,21
28,5,17
29,8,34
30,6,20
31,12,27
32,26,44
33,11,23
34,15,45
35,12,41
36,21,34
37,3,25
38,18,31
39,14,24
40,11,37
41,20,24
42,14,9
43,10,16
44,8,22
45,13,13
46,11,44
47,8,22
48,4,26
49,18,36
50,11,37
51,20,37
52,11,58
53,9,20
54,2,27
55,3,27
56,8,19
57,12,7
58,9,18
59,10,24
60,16,31
61,4,18
62,18,29
63,4,20
64,8,25
65,7,43
66,2,29
67,11,26
68,10,26
69,12,37
70,12,42
71,13,25
72,13,43
73,10,20
74,15,40
75,14,20
76,12,33
77,4,55
78,2,24
79,7,17
80,9,32
81,5,50
82,5,37
83,7,29
84,10,36
85,3,20
86,21,42
87,7,56
88,8,25
89,25,51
90,9,33
91,8,32
92,15,42
93,5,42
94,3,36
95,8,45
96,10,25
97,2,35
98,8,37
99,15,39
100,3,6

Lift,Up,Down,End,Average Occupation,Average Waiting Time
1,10,15,68,0.13109754,29.88
2,27,17,96,0.1810345,41.772728
3,17,21,77,0.15277776,17.263159
4,14,12,67,0.1707317,23.307692
5,20,16,81,0.15504812,27.61111
6,15,11,60,0.18214285,28.73077
7,21,14,73,0.20430109,26.77143
8,14,13,57,0.15217389,20.555555
9,20,9,66,0.18829115,14.931034
10,21,15,107,0.21948819,29.38889
11,17,26,84,0.1574519,28.95349
12,19,16,73,0.1536458,24.514286
13,18,20,95,0.23113208,24.105263
14,10,19,64,0.18281248,26.793104

