Tick,Current Floor
2,0
4,0
6,0
8,0
10,0
12,0
14,0
16,0
18,0
20,0
22,0
24,0
26,0
28,0
30,0
32,0
34,0
36,0
38,0
40,0
42,0
44,0
46,0
48,0
50,0
52,0
54,0
56,0
58,0
60,0
62,0
64,0
66,0
68,0
70,0
72,0
74,0
76,0
78,0
80,0
82,0
84,1
86,2
88,3
90,4
92,5
94,6
96,7
98,8
100,9
102,10
104,11
106,12
108,13
110,14
112,15
114,16
116,17
118,18
120,19
122,20
124,21
126,22
128,23
130,24
132,25
134,26
136,27
138,28
140,29
142,30
144,31
146,32
148,33
150,34
152,35
154,36
156,37
158,38
160,39
162,40
164,41
166,42
168,43
170,44
172,45
174,46
176,47
178,47
180,48
182,49
184,50
186,51
188,52
190,53
192,54
194,55
196,56
198,57
200,58
202,59
204,60
206,61
208,62
210,63
212,64
214,65
216,65
218,66
220,67
222,68
224,69
226,70
228,71
230,71
232,72
234,73
236,74
238,75
240,76
242,77
244,78
246,77
248,76
250,75
252,74
254,73
256,72
258,71
260,70
262,69
264,68
266,67
268,66
270,65
272,64
274,63
276,62
278,61
280,60
282,59
284,58
286,57
288,56
290,55
292,54
294,53
296,52
298,51
300,50
302,49
304,48
306,47
308,46
310,45
312,44
314,43
316,42
318,41
320,40
322,39
324,38
326,37
328,36
330,35
332,34
334,33
336,32
338,31
340,30
342,29
344,28
346,27
348,26
350,25
352,24
354,23
356,22
358,21
360,20
362,19
364,18
366,17
368,16
370,15
372,14
374,13
376,12
378,11
380,10
382,9
384,8
386,7
388,6
390,5
392,4
394,3
396,2
398,1
400,0
402,1
404,2
406,3
408,4
410,5
412,6
414,7
416,8
418,9
420,10
422,11
424,12
426,13
428,14
430,15
432,16
434,17
436,18
438,19
440,20
442,21
444,22
446,23
448,24
450,25
452,26
454,27
456,28
458,29
460,30
462,31
464,32
466,33
468,34
470,35
472,36
474,37
476,38
478,39
480,40
482,41
484,42
486,43
488,44
490,45
492,46
494,47
496,48
498,49
500,50
502,51
504,52
506,53
508,54
510,55
512,56
514,57
516,58
518,59
520,60
522,61
524,62
526,63
528,64
530,65
532,66
534,67
536,68
538,69
540,70
542,71
544,72
546,73
548,74
550,75
552,76
554,77
556,78
558,79
560,80
562,81
564,81
566,82
568,83
570,84
572,85
574,86
576,86
578,87
580,88
582,89
584,90
586,89
588,88
590,87
592,86
594,86
596,85
598,84
600,83
602,82
604,81
606,80
608,79
610,78
612,77
614,76
616,75
618,74
620,73
622,72
624,71
626,70
628,69
630,68
632,67
634,66
636,65
638,64
640,63
642,62
644,61
646,61
648,60
650,59
652,58
654,57
656,56
658,55
660,54
662,53
664,52
666,51
668,50
670,49
672,48
674,47
676,46
678,45
680,44
682,43
684,42
686,41
688,40
690,39
692,38
694,37
696,36
698,36
700,35
702,34
704,33
706,32
708,31
710,30
712,29
714,28
716,27
718,26
720,25
722,24
724,23
726,22
728,21
730,20
732,19
734,18
736,17
738,16
740,15
742,14
744,13
746,12
748,11
750,10
752,10
754,9
756,8
758,7
760,6
762,5
764,4
766,3
768,2
770,1
772,0
774,1
776,2
778,3
780,4
782,5
784,6
786,7
788,8
790,9
792,10
794,11
796,12
798,13
800,14
802,15
804,16
806,17
808,18
810,19
812,20
814,21
816,22
818,23
820,24
822,25
824,26
826,27
828,28
830,29
832,30
834,31
836,32
838,31
840,30
842,29
844,28
846,27
848,27
850,26
852,25
854,24
856,23
858,22
860,21
862,20
864,19
866,18
868,17
870,16
872,15
874,14
876,13
878,12
880,11
882,10
884,9
886,8
888,7
890,6
892,5
894,6
896,7
898,8
900,9
902,10
904,11
906,12
908,13
910,14
912,15
914,16
916,17
918,18
920,19
922,20
924,21
926,22
928,23
930,24
932,25
934,26
936,27
938,28
940,29
942,30
944,31
946,32
948,33
950,34
952,35
954,36
956,37
958,38
960,39
962,40
964,41
966,42
968,43
970,44
972,45
974,46
976,47
978,48
980,49
982,50
984,51
986,52
988,53
990,53
992,54
994,55
996,56
998,57
1000,58
1002,59
1004,60
1006,61
1008,62
1010,63
1012,64
1014,65
1016,64
1018,63
1020,62
1022,61
1024,60
1026,59
1028,58
1030,57
1032,56
1034,55
1036,54
1038,53
1040,52
1042,51
1044,50
1046,49
1048,48
1050,47
1052,46
1054,45
1056,44
1058,43
1060,42
1062,41
1064,40
1066,39
1068,38
1070,37
1072,36
1074,35
1076,34
1078,33
1080,32
1082,31
1084,30
1086,29
1088,28
1090,27
1092,26
1094,25
1096,24
1098,23
1100,22
1102,21
1104,20
1106,19
1108,18
1110,17
1112,16
1114,15
1116,14
1118,14
1120,13
1122,12
1124,11
1126,10
1128,9
1130,8
1132,7
1134,6
1136,5
1138,4
1140,3
1142,2
1144,1
1146,0
1148,1
1150,2
1152,3
1154,4
1156,5
1158,6
1160,7
1162,8
1164,9
1166,10
1168,11
1170,12
1172,13
1174,14
1176,15
1178,16
1180,17
1182,18
1184,18
1186,19
1188,20
1190,21
1192,22
1194,23
1196,24
1198,25
1200,26
1202,27
1204,27
1206,28
1208,29
1210,30
1212,31
1214,32
1216,33
1218,34
1220,35
1222,36
1224,37
1226,38
1228,39
1230,40
1232,41
1234,41
1236,42
1238,43
1240,44
1242,45
1244,46
1246,47
1248,48
1250,49
1252,50
1254,51
1256,52
1258,53
1260,54
1262,55
1264,56
1266,57
1268,58
1270,59
1272,60
1274,61
1276,62
1278,63
1280,64
1282,64
1284,65
1286,66
1288,67
1290,68
1292,69
1294,70
1296,71
1298,72
1300,73
1302,74
1304,75
1306,76
1308,77
1310,78
1312,79
1314,79
1316,80
1318,79
1320,78
1322,77
1324,76
1326,75
1328,74
1330,73
1332,72
1334,71
1336,70
1338,69
1340,68
1342,67
1344,66
1346,65
1348,64
1350,63
1352,62
1354,61
1356,60
1358,59
1360,58
1362,57
1364,56
1366,55
1368,54
1370,53
1372,52
1374,51
1376,50
1378,49
1380,48
1382,47
1384,46
1386,45
1388,44
1390,43
1392,42
1394,41
1396,40
1398,39
1400,38
1402,38
1404,37
1406,36
1408,35
1410,34
1412,33
1414,32
1416,31
1418,30
1420,29
1422,28
1424,27
1426,26
1428,25
1430,24
1432,23
1434,22
1436,21
1438,20
1440,19
1442,20
1444,21
1446,22
1448,23
1450,24
1452,25
1454,26
1456,27
1458,28
1460,29
1462,30
1464,31
1466,32
1468,33
1470,34
1472,35
1474,36
1476,37
1478,38
1480,39
1482,40
1484,41
1486,42
1488,43
1490,44
1492,45
1494,46
1496,47
1498,48
1500,49
1502,50
1504,51
1506,52
1508,53
1510,54
1512,55
1514,56
1516,57
1518,58
1520,59
1522,60
1524,61
1526,62
1528,63
1530,64
1532,65
1534,66
1536,67
1538,68
1540,69
1542,70
1544,71
1546,72
1548,73
1550,74
1552,75
1554,76
1556,77
1558,76
1560,75
1562,74
1564,73
1566,72
1568,71
1570,70
1572,69
1574,68
1576,67
1578,66
1580,65
1582,64
1584,63
1586,62
1588,61
1590,60
1592,59
1594,58
1596,57
1598,56
1600,55
1602,54
1604,53
1606,52
1608,51
1610,50
1612,49
1614,48
1616,48
1618,47
1620,46
1622,45
1624,44
1626,43
1628,42
1630,41
1632,40
1634,39
1636,38
1638,37
1640,36
1642,35
1644,34
1646,33
1648,32
1650,31
1652,30
1654,29
1656,28
1658,27
1660,26
1662,25
1664,24
1666,23
1668,22
1670,21
1672,20
1674,19
1676,18
1678,17
1680,17
1682,16
1684,15
1686,14
1688,14
1690,13
1692,14
1694,15
1696,16
1698,17
1700,18
1702,19
1704,20
1706,21
1708,22
1710,23
1712,24
1714,25
1716,26
1718,27
1720,28
1722,29
1724,30
1726,31
1728,32
1730,33
1732,34
1734,35
1736,36
1738,37
1740,38
1742,39
1744,40
1746,41
1748,42
1750,43
1752,44
1754,45
1756,46
1758,47
1760,48
1762,49
1764,50
1766,51
1768,52
1770,53
1772,54
1774,55
1776,56
1778,57
1780,58
1782,59
1784,60
1786,61
1788,62
1790,63
1792,64
1794,65
1796,66
1798,67
1800,68
1802,69
1804,70
1806,71
1808,72
1810,73
1812,74
1814,75
1816,76
1818,77
1820,78
1822,79
1824,80
1826,81
1828,82
1830,83
1832,84
1834,85
1836,86
1838,87
1840,88
1842,89
1844,90
1846,91
1848,92
1850,93
1852,94
1854,95
1856,96
1858,95
1860,94
1862,93
1864,92
1866,91
1868,90
1870,89
1872,88
1874,87
1876,86
1878,85
1880,84
1882,83
1884,82
1886,81
1888,80
1890,79
1892,78
1894,77
1896,76
1898,75
1900,74
1902,73
1904,72
1906,71
1908,70
1910,69
1912,68
1914,67
1916,66
1918,65
1920,64
1922,63
1924,62
1926,61
1928,60
1930,59
1932,58
1934,57
1936,56
1938,55
1940,54
1942,53
1944,52
1946,51
1948,50
1950,49
1952,48
1954,47
1956,47
1958,46
1960,45
1962,44
1964,43
1966,42
1968,41
1970,40
1972,39
1974,38
1976,37
1978,36
1980,35
1982,34
1984,33
1986,32
1988,31
1990,30
1992,29
1994,28
1996,27
1998,26
2000,25
2002,24
2004,23
2006,22
2008,21
2010,20
2012,19
2014,18
2016,17
2018,16
2020,15
2022,14
2024,13
2026,12
2028,11
2030,10
2032,9
2034,8
2036,8
2038,7
2040,6
2042,5
2044,4
2046,3
2048,4
2050,5
2052,6
2054,7
2056,8
2058,9
2060,10
2062,11
2064,12
2066,12
2068,13
2070,14
2072,15
2074,16
2076,17
2078,18
2080,19
2082,20
2084,21
2086,22
2088,23
2090,24
2092,25
2094,26
2096,27
2098,28
2100,29
2102,30
2104,31
2106,32
2108,33
2110,34
2112,35
2114,36
2116,37
2118,38
2120,39
2122,40
2124,41
2126,42
2128,43
2130,44
2132,45
2134,46
2136,47
2138,48
2140,49
2142,50
2144,51
2146,52
2148,53
2150,54
2152,55
2154,56
2156,57
2158,58
2160,59
2162,60
2164,61
2166,62
2168,63
2170,64
2172,65
2174,66
2176,67
2178,68
2180,69
2182,70
2184,71
2186,72
2188,73
2190,74
2192,75
2194,76
2196,77
2198,78
2200,78
2202,79
2204,80
2206,80
2208,81
2210,82
2212,83
2214,84
2216,85
2218,86
2220,87
2222,88
2224,89
2226,90
2228,91
2230,92
2232,93
2234,94
2236,95
2238,96
2240,97
2242,98
2244,99
2246,100
2248,100
2250,100
2252,99
2254,98
2256,97
2258,96
2260,95
2262,94
2264,93
2266,92
2268,91
2270,90
2272,89
2274,88
2276,87
2278,86
2280,85
2282,84
2284,83
2286,82
2288,81
2290,80
2292,79
2294,78
2296,77
2298,76
2300,75
2302,74
2304,73
2306,72
2308,71
2310,70
2312,69
2314,68
2316,67
2318,66
2320,65
2322,64
2324,64
2326,63
2328,62
2330,61
2332,60
2334,59
2336,58
2338,57
2340,56
2342,55
2344,54
2346,53
2348,52
2350,52
2352,51
2354,50
2356,49
2358,48
2360,47
2362,46
2364,45
2366,44
2368,43
2370,42
2372,41
2374,40
2376,40
2378,39
2380,38
2382,38
2384,37
2386,36
2388,35
2390,34
2392,33
2394,32
2396,31
2398,30
2400,29
2402,28
2404,27
2406,26
2408,25
2410,24
2412,23
2414,22
2416,22
2418,21
2420,20
2422,19
2424,18
2426,18
2428,17
2430,16
2432,15
2434,14
2436,13
2438,12
2440,11
2442,10
2444,9
2446,8
2448,7
2450,7
2452,6
2454,5
2456,4
2458,3
2460,4
2462,5
2464,6
2466,7
2468,8
2470,9
2472,10
2474,11
2476,12
2478,13
2480,14
2482,15
2484,16
2486,17
2488,18
2490,19
2492,20
2494,21
2496,22
2498,23
2500,24
2502,25
2504,26
2506,27
2508,28
2510,29
2512,30
2514,31
2516,32
2518,33
2520,34
2522,35
2524,36
2526,37
2528,37
2530,38
2532,39
2534,40
2536,41
2538,42
2540,43
2542,44
2544,45
2546,46
2548,47
2550,48
2552,49
2554,50
2556,51
2558,52
2560,53
2562,54
2564,55
2566,56
2568,57
2570,58
2572,59
2574,60
2576,60
2578,61
2580,62
2582,63
2584,64
2586,64
2588,64
2590,64
2592,64
2594,65
2596,66
2598,65
2600,64
2602,63
2604,62
2606,61
2608,60
2610,59
2612,58
2614,57
2616,56
2618,55
2620,54
2622,55
2624,56
2626,57
2628,58
2630,59
2632,60
2634,61
2636,62
2638,63
2640,64
2642,65
2644,66
2646,67
2648,68
2650,69
2652,70
2654,70
2656,71
2658,72
2660,73
2662,74
2664,75
2666,76
2668,77
2670,78
2672,79
2674,80
2676,81
2678,82
2680,83
2682,84
2684,85
2686,86
2688,87
2690,88
2692,88
2694,89
2696,90
2698,91
2700,90
2702,89
2704,88
2706,87
2708,86
2710,85
2712,84
2714,83
2716,82
2718,81
2720,80
2722,79
2724,78
2726,77
2728,76
2730,75
2732,74
2734,73
2736,72
2738,71
2740,70
2742,69
2744,68
2746,67
2748,66
2750,65
2752,64
2754,63
2756,62
2758,61
2760,60
2762,59
2764,58
2766,57
2768,56
2770,55
2772,54
2774,53
2776,52
2778,51
2780,50
2782,49
2784,48
2786,47
2788,46
2790,45
2792,44
2794,43
2796,42
2798,43
2800,44
2802,45
2804,46
2806,47
2808,48
2810,49
2812,50
2814,51
2816,52
2818,53
2820,54
2822,55
2824,56
2826,57
2828,58
2830,59
2832,60
2834,61
2836,62
2838,63
2840,64
2842,65
2844,66
2846,67
2848,68
2850,69
2852,70
2854,71
2856,72
2858,73
2860,74
2862,75
2864,76
2866,77
2868,78
2870,79
2872,80
2874,81
2876,82
2878,83
