Tick,Current Floor
2,0
4,0
6,0
8,0
10,0
12,0
14,0
16,1
18,2
20,2
22,3
24,4
26,4
28,5
30,6
32,6
34,7
36,8
38,8
40,9
42,10
44,9
46,9
48,8
50,7
52,6
54,6
56,5
58,4
60,4
62,3
64,2
66,1
68,1
70,0
72,1
74,2
76,2
78,3
80,4
82,4
84,5
86,6
88,6
90,7
92,6
94,6
96,5
98,4
100,4
102,3
104,2
106,2
108,1
110,1
112,0
114,1
116,2
118,3
120,3
122,4
124,5
126,5
128,6
130,7
132,8
134,8
136,9
138,10
140,10
142,11
144,11
146,12
148,11
150,10
152,9
154,9
156,8
158,7
160,7
162,6
164,6
166,5
168,4
170,4
172,3
174,2
176,2
178,1
180,1
182,0
184,1
186,1
188,2
190,3
192,4
194,5
196,6
198,6
200,7
202,7
204,8
206,9
208,9
210,10
212,11
214,11
216,12
218,11
220,11
222,10
224,9
226,9
228,8
230,8
232,7
234,6
236,7
238,7
240,8
242,9
244,9
246,10
248,11
250,11
252,12
254,11
256,10
258,9
260,9
262,8
264,8
266,7
268,6
270,6
272,5
274,5
276,4
278,4
280,3
282,2
284,1
286,1
288,0
290,1
292,1
294,2
296,3
298,4
300,5
302,6
304,6
306,7
308,8
310,8
312,9
314,9
316,10
318,11
320,11
322,11
324,10
326,9
328,8
330,8
332,7
334,6
336,6
338,5
340,4
342,3
344,2
346,1
348,2
350,3
352,4
354,4
356,5
358,6
360,6
362,7
364,8
366,8
368,9
370,8
372,7
374,7
376,6
378,6
380,5
382,4
384,4
386,3
388,3
390,2
392,1
394,1
396,0
398,1
400,1
402,2
404,3
406,4
408,4
410,5
412,6
414,6
416,7
418,8
420,8
422,9
424,10
426,10
428,11
430,11
432,12
434,11
436,10
438,9
440,9
442,8
444,7
446,6
448,6
450,5
452,4
454,3
456,2
458,1
460,1
462,0
464,1
466,2
468,2
470,3
472,4
474,5
476,6
478,6
480,7
482,7
484,8
486,9
488,9
490,10
492,10
494,9
496,8
498,8
500,7
502,7
504,6
506,6
508,5
510,4
512,4
514,3
516,3
518,2
