Tick,Current Floor
2,0
4,0
6,0
8,0
10,0
12,0
14,0
16,1
18,2
20,2
22,3
24,4
26,4
28,5
30,6
32,7
34,8
36,8
38,8
40,8
42,8
44,7
46,6
48,5
50,4
52,4
54,3
56,4
58,5
60,6
62,6
64,7
66,8
68,7
70,6
72,5
74,5
76,4
78,3
80,3
82,2
84,1
86,1
88,0
90,1
92,1
94,2
96,3
98,4
100,5
102,6
104,6
106,7
108,7
110,8
112,9
114,9
116,10
118,11
120,11
122,12
124,13
126,14
128,15
130,15
132,16
134,17
136,18
138,19
140,19
142,20
144,21
146,21
148,22
150,23
152,24
154,24
156,25
158,26
160,27
162,27
164,28
166,29
168,29
170,30
172,30
174,30
176,30
178,30
180,30
182,30
184,30
186,30
188,30
190,30
192,30
194,30
196,30
198,30
200,30
202,30
204,30
206,30
208,30
210,30
212,30
214,30
216,30
218,30
220,30
222,30
224,30
226,30
228,30
230,30
232,30
234,30
236,30
238,30
240,30
242,30
244,30
246,30
248,29
250,29
252,28
254,27
256,26
258,25
260,25
262,24
264,23
266,23
268,22
270,21
272,20
274,19
276,19
278,18
280,17
282,16
284,15
286,15
288,14
290,13
292,12
294,11
296,11
298,10
300,9
302,8
304,8
306,7
308,7
310,7
312,7
314,6
316,6
318,5
320,4
322,3
324,3
326,2
328,2
330,1
332,1
334,1
336,1
338,1
340,1
342,1
344,1
346,1
348,2
350,3
352,4
354,4
356,5
358,6
360,7
362,8
364,8
366,9
368,10
370,10
372,11
374,11
376,12
378,13
380,13
382,14
384,15
386,15
388,16
390,17
392,18
394,19
396,19
398,20
400,21
402,21
404,22
406,23
408,23
410,24
412,25
414,26
416,27
418,27
420,28
422,29
424,29
426,29
428,29
430,29
432,28
434,27
436,27
438,26
440,25
442,24
444,23
446,23
448,22
450,21
452,20
454,19
456,19
458,18
460,17
462,17
464,16
466,15
468,14
470,13
472,13
474,12
476,11
478,11
480,10
482,10
484,9
486,8
488,7
490,6
492,6
494,5
496,4
498,3
500,2
502,2
504,1
506,0
508,1
